prod_id
10607
13075
13705
14576
14972
16198
17777
17846
18413
18437
19159
1920
19909
21323
23165
23250
2396
24292
25094
25746
27280
28570
29007
31283
33351
33356
34571
3479
36923
38572
38759
39297
39856
40525
44560
45404
45906
46337
46411
47076
47593
47612
47676
4811
48558
50177
5303
5314
53565
54130
54698
57064
58263
58922
59019
59146
5953
6100
6310
6453
7935
8402
8750
9376
10102
10579
11233
11920
12505
12902
13112
13690
14538
14560
14568
15057
1624
19302
19505
19661
2045
2048
21508
22140
23147
2606
2607
26380
2762
28209
28298
28380
29531
29941
31562
3252
32845
32937
3312
33124
33631
34069
34073
3640
36414
36519
3656
36919
41694
44274
45718
4817
48552
51162
5301
53264
53414
53804
54585
54731
55395
56248
56875
57944
59081
59435
7328
7730
7802
8103
9697
41845
