prod_id
11327
13747
14476
15779
18560
19531
19672
2161
25047
25886
26053
28932
32824
34835
3786
37919
3869
40035
41588
47525
48177
51366
53126
54188
5945
8419
8441
11303
12799
14082
15091
1563
16518
16522
19651
22346
2240
23582
24869
26858
32138
33295
3442
34430
36393
36563
38993
4038
43047
45075
45331
46919
4800
4805
50957
52128
53412
55651
59656
9259
