prod_id
10448
10689
11719
13705
13747
14019
14542
14755
14925
14953
15841
17542
17918
1891
18925
19159
19429
19531
19672
20008
20312
21131
2161
21873
22082
22575
22643
23165
23874
24169
24984
26053
26297
26813
26894
27280
28570
28692
28932
30292
31283
32571
34342
34571
3479
3786
37901
37919
38595
3869
38943
39856
40142
40270
41588
41963
42240
43543
44810
46411
4771
4811
48503
48509
49939
52050
53126
53390
53840
53842
54547
54696
54698
57064
58743
59356
5945
5953
59872
6071
6241
6506
8402
8419
8441
8750
8783
9252
9646
9825
10490
10579
12505
12799
14082
14538
14735
15091
1563
15964
16326
16834
18622
19004
19096
19197
19561
19651
19661
19663
19732
2045
2048
2058
20788
21863
22346
2240
22598
22615
23147
2479
25691
25828
2606
2607
26125
27583
2762
28538
30747
31550
32502
33295
3351
33758
34011
34035
34106
3442
34430
36563
38594
40159
4038
42200
42535
43047
43913
44225
44697
46410
4724
4728
4800
4805
4817
4859
50324
50708
53264
53412
53414
53759
53804
54585
5670
5821
6269
6271
8164
9259
9503
9596
9938
